1.92, 5.63
1.92, 5.63
1.92, 5.64
1.92, 5.64
1.92, 5.63
1.92, 5.63
1.92, 5.63
1.92, 5.63
1.92, 5.63
1.92, 5.64
1.92, 5.63
1.92, 5.63
1.91, 5.63
1.91, 5.63
1.91, 5.63
1.91, 5.63
1.91, 5.63
1.91, 5.63
1.91, 5.63
1.91, 5.63
1.91, 5.64
1.91, 5.63
1.92, 5.63
1.92, 5.63
1.92, 5.63
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.63
1.92, 5.62
1.92, 5.62
1.92, 5.63
1.93, 5.62
1.93, 5.62
1.92, 5.62
1.92, 5.62
1.93, 5.63
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.92, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.63
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.63
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.63
1.92, 5.62
1.93, 5.62
1.92, 5.62
1.92, 5.62
1.93, 5.62
1.93, 5.62
1.93, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.93, 5.63
1.92, 5.63
1.92, 5.62
1.93, 5.62
1.92, 5.63
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.93, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.92, 5.63
1.92, 5.62
1.92, 5.62
1.92, 5.62
1.94, 5.62
1.98, 5.62
2.00, 5.62
2.05, 5.63
2.08, 5.63
2.07, 5.64
2.06, 5.64
2.01, 5.64
1.97, 5.64
1.94, 5.64
1.98, 5.64
2.10, 5.64
2.16, 5.64
2.23, 5.65
2.26, 5.66
2.28, 5.68
2.27, 5.69
2.27, 5.69
2.27, 5.71
2.27, 5.73
2.28, 5.74
2.26, 5.74
2.19, 5.64
2.12, 5.60
2.04, 5.52
1.98, 5.43
1.93, 5.38
1.87, 5.37
1.85, 5.36
1.85, 5.36
1.84, 5.36
1.80, 5.36
1.82, 5.38
1.90, 5.39
2.02, 5.45
2.11, 5.51
2.16, 5.55
2.22, 5.60
2.25, 5.64
2.23, 5.64
2.18, 5.66
2.18, 5.69
2.21, 5.72
2.15, 5.69
2.11, 5.62
2.03, 5.52
1.98, 5.45
1.91, 5.39
1.86, 5.37
1.84, 5.37
1.83, 5.37
1.80, 5.37
1.83, 5.37
1.92, 5.38
2.06, 5.46
2.17, 5.55
2.21, 5.59
2.24, 5.63
2.21, 5.65
2.17, 5.67
2.16, 5.71
2.21, 5.73
2.17, 5.68
2.11, 5.60
2.03, 5.48
1.96, 5.42
1.89, 5.37
1.85, 5.36
1.84, 5.37
1.80, 5.37
1.79, 5.37
1.85, 5.39
1.99, 5.39
2.13, 5.50
2.23, 5.56
2.24, 5.62
2.23, 5.65
2.20, 5.67
2.20, 5.70
2.23, 5.74
2.19, 5.72
2.15, 5.64
2.05, 5.53
1.98, 5.44
1.92, 5.38
1.85, 5.37
1.83, 5.36
1.81, 5.37
1.78, 5.36
1.83, 5.38
1.97, 5.39
2.07, 5.51
2.17, 5.57
2.23, 5.62
2.24, 5.67
2.21, 5.69
2.18, 5.72
2.21, 5.75
2.19, 5.72
2.14, 5.64
2.05, 5.53
1.97, 5.43
1.90, 5.38
1.84, 5.37
1.81, 5.37
1.79, 5.38
1.77, 5.38
1.85, 5.41
1.99, 5.43
2.12, 5.56
2.21, 5.60
2.24, 5.65
2.23, 5.68
2.18, 5.71
2.19, 5.74
2.22, 5.75
2.17, 5.69
2.09, 5.59
2.00, 5.46
1.94, 5.40
1.87, 5.39
1.83, 5.38
1.80, 5.38
1.78, 5.37
1.80, 5.40
1.90, 5.42
2.03, 5.46
2.15, 5.57
2.23, 5.60
2.23, 5.65
2.23, 5.67
2.18, 5.68
2.19, 5.71
2.21, 5.73
2.17, 5.67
2.08, 5.57
1.98, 5.45
1.92, 5.40
1.84, 5.39
1.83, 5.39
1.80, 5.40
1.77, 5.39
1.81, 5.41
1.94, 5.42
2.05, 5.50
2.17, 5.59
2.25, 5.62
2.24, 5.66
2.20, 5.68
2.18, 5.71
2.19, 5.74
2.17, 5.71
2.14, 5.64
2.03, 5.53
1.94, 5.45
1.89, 5.40
1.82, 5.39
1.79, 5.39
1.77, 5.39
1.77, 5.39
1.86, 5.41
2.01, 5.45
2.13, 5.56
2.18, 5.60
2.24, 5.65
2.21, 5.67
2.18, 5.70
2.17, 5.73
2.21, 5.72
2.15, 5.65
2.05, 5.54
1.96, 5.45
1.91, 5.40
1.83, 5.39
1.81, 5.39
1.79, 5.39
1.78, 5.39
1.85, 5.42
2.01, 5.45
2.13, 5.56
2.20, 5.61
2.26, 5.66
2.22, 5.70
2.19, 5.72
2.18, 5.76
2.21, 5.75
2.17, 5.66
2.07, 5.57
1.97, 5.45
1.91, 5.40
1.84, 5.38
1.82, 5.39
1.79, 5.39
1.78, 5.38
1.83, 5.41
1.96, 5.43
2.08, 5.54
2.19, 5.60
2.24, 5.64
2.22, 5.68
2.17, 5.71
2.17, 5.74
2.20, 5.74
2.16, 5.68
2.07, 5.58
1.98, 5.45
1.91, 5.40
1.83, 5.38
1.81, 5.38
1.78, 5.38
1.77, 5.38
1.84, 5.41
1.97, 5.43
2.09, 5.54
2.17, 5.61
2.23, 5.65
2.21, 5.67
2.17, 5.69
2.18, 5.71
2.25, 5.73
2.21, 5.69
2.11, 5.59
2.01, 5.45
1.95, 5.39
1.88, 5.38
1.84, 5.38
1.80, 5.39
1.78, 5.39
1.82, 5.43
1.95, 5.45
2.08, 5.54
2.19, 5.61
2.24, 5.65
2.22, 5.68
2.18, 5.70
2.17, 5.74
2.23, 5.76
2.18, 5.66
2.09, 5.58
1.98, 5.45
1.92, 5.39
1.84, 5.38
1.82, 5.38
1.79, 5.39
1.76, 5.39
1.81, 5.42
1.95, 5.45
2.08, 5.53
2.17, 5.61
2.24, 5.64
2.25, 5.68
2.19, 5.71
2.17, 5.74
2.21, 5.75
2.18, 5.68
2.09, 5.62
1.99, 5.48
1.93, 5.43
1.85, 5.40
1.81, 5.40
1.78, 5.40
1.77, 5.40
1.81, 5.40
1.93, 5.41
2.06, 5.50
2.16, 5.59
2.21, 5.63
2.24, 5.67
2.19, 5.70
2.17, 5.73
2.18, 5.76
2.17, 5.72
2.11, 5.65
2.02, 5.52
1.94, 5.44
1.86, 5.40
1.80, 5.40
1.79, 5.40
1.77, 5.40
1.77, 5.40
1.85, 5.41
1.99, 5.46
2.12, 5.57
2.16, 5.61
2.20, 5.65
2.19, 5.67
2.13, 5.69
2.12, 5.71
2.16, 5.70
2.11, 5.62
2.02, 5.55
1.94, 5.44
1.89, 5.42
1.85, 5.42
1.83, 5.43
1.83, 5.44
1.82, 5.44
1.84, 5.45
1.92, 5.47
2.01, 5.50
2.07, 5.57
2.11, 5.59
2.13, 5.60
2.12, 5.60
2.11, 5.59
2.08, 5.60
2.08, 5.59
2.04, 5.60
2.03, 5.59
2.02, 5.56
1.99, 5.53
1.94, 5.50
1.92, 5.49
1.89, 5.49
1.85, 5.51
1.82, 5.53
1.80, 5.55
1.79, 5.55
1.81, 5.55
1.87, 5.54
1.95, 5.58
2.05, 5.62
2.13, 5.63
2.17, 5.65
2.17, 5.67
2.16, 5.68
2.18, 5.69
2.19, 5.71
2.20, 5.72
2.18, 5.73
2.16, 5.71
2.11, 5.63
2.04, 5.54
1.98, 5.47
1.91, 5.41
1.86, 5.39
1.83, 5.39
1.81, 5.39
1.78, 5.38
1.78, 5.38
1.84, 5.40
1.96, 5.43
2.09, 5.53
2.17, 5.57
2.19, 5.62
2.17, 5.65
2.15, 5.67
2.14, 5.71
2.16, 5.75
2.15, 5.70
2.09, 5.64
2.01, 5.51
1.93, 5.45
1.88, 5.40
1.83, 5.40
1.79, 5.40
1.77, 5.40
1.76, 5.40
1.81, 5.43
1.95, 5.44
2.08, 5.55
2.17, 5.60
2.20, 5.65
2.21, 5.68
2.16, 5.72
2.15, 5.76
2.17, 5.74
2.14, 5.66
2.04, 5.58
1.93, 5.47
1.89, 5.40
1.83, 5.39
1.80, 5.39
1.77, 5.39
1.76, 5.39
1.81, 5.43
1.93, 5.44
2.04, 5.52
2.14, 5.61
2.19, 5.64
2.19, 5.68
2.15, 5.69
2.14, 5.72
2.14, 5.75
2.14, 5.70
2.10, 5.65
2.00, 5.52
1.93, 5.45
1.89, 5.40
1.83, 5.40
1.81, 5.41
1.79, 5.40
1.78, 5.41
1.82, 5.43
1.93, 5.44
2.06, 5.54
2.16, 5.60
2.19, 5.64
